name,url
facebook,https://www.facebook.com/StartupShell
twitter,https://twitter.com/startup_shell
instagram,https://instagram.com/startup_shell
medium,https://medium.com/startup-shell
youtube,https://www.youtube.com/c/StartupShellOrg
dribbble,https://dribbble.com/startupshell
angellist,https://angel.co/startup-shell
linkedin,https://www.linkedin.com/company/startup-shell
